Politik,Strana,Relácia,Výrok,Rok,Mesiac,Hodnota
Denisa Saková,Hlas-SD,Na telo,"Tak my musíme hlavne povedať to,... že na Slovensku to bol (útok v škole vo Vrútkach, pozn.) v podstate nejaký taký prvý prípad takéhoto fenoménu.",2020,7,Pravda
Branislav Gröhling,SaS,Na telo,"Školskí psychológovia ten stav, ktorý na školách momentálne je, je že základné školy majú školských psychológov na 14 % objemu základných škôl a v stredných školách je to iba 18 % a toto je taká veľká výzva a opätovne nemusíme riešiť štátny rozpočet už tohtoročný a aj ten budúcoročný.",2020,7,Pravda
Branislav Gröhling,SaS,Na telo,"Napríklad v rámci národného projektu, ktorý sme vyhlásili Teacher, bude teraz rozšírenie na vzdelávanie bezpečnosti. Ja viem, že toto bude robiť organizácia MPC (Metodicko-pedagogické centrum), ktorá možno nemá dobrú povesť, ale my budeme sa snažiť nejakým spôsobom to zlepšiť.",2020,7,Pravda
Branislav Gröhling,SaS,Na telo,"Treba si uvedomiť, ak budeme diskutovať o nejakom kamerovom systéme alebo niečom podobnom, je to od 6000 do 9000 subjektov a tam treba naozaj spoluprácu, či už s ministerstvom vnútra a následne aj s ministerstvom financií, aby sme si povedali, aké kroky.",2020,7,Pravda
Branislav Gröhling,SaS,Na telo,"Naozaj táto škola (vo Vrútkach, pozn.) bola vybavená kompletne, či už kamerovým systémom, zabezpečenými dverami, zamknutými dverami. Mali tam ostatné nejaké ochranné prvky.",2020,7,Nepravda
Roman Mikulec,Oľano,Na telo,"Na tých ľudí sa môže potom pozerať nejakým spôsobom, že už teda majú nejaký delikt za sebou a teda je to otázka, samozrejme, buď nejakého ambulantného skúmania alebo potom možno nejakého nariadeného vyšetrenia, ale to je samozrejme právomoc kompetentných orgánov, ktoré o tomto musia rozhodnúť, či teda samozrejme tam muselo prebehnúť alebo ak prebehlo nejaké expertízne skúmanie, tak či teda ten človek mal patriť pod nejaký dohľad. ...môže to byť aj obsahom toho samotného procesu a toho súdu a môže to, samozrejme, urobiť aj vyšetrovateľ v rámci toho vyšetrovania, ktorý môže nariadiť expertízne skúmanie, či ten daný človek je psychicky po psychickej stránke je nutné s ním robiť nejaké ďalšie úkony a pod.",2020,7,Pravda
Roman Mikulec,Oľano,Na telo,"(Trestnoprávny, pozn.) Systém ho (útočníka z Vrútok, pozn.) riešil presne v súlade s právnymi predpismi, ktoré v Slovenskej republike platia. Bol dokonca za to právoplatne odsúdený. A ak sa dobre, ak mám informácie teda správne, 8 mesiacov a s podmienkou na 18 mesiacov.",2020,7,Pravda
Marián Kotleba,ĽSNS,Na telo,"Dnes nemáme vakcíny, o ktorých obsahu vieme detailne úplne všetko. Dnes máme vakcíny dovážané, vakcíny, ktoré obsahujú ťažké kovy, ktoré obsahujú karcinogény.",2020,7,Zavádzajúce
Marián Kotleba,ĽSNS,Na telo,"Vakcíny, ktoré v Spojených štátoch aj v Izraeli aj inde, už sú aj s nanočipmi... V Spojených štátoch vám vedia vstreknúť látku s nanočipom tak, že napr. pre vojakov, ktorí sú smrteľne zranení do miechy. Títo vojaci ďalej ešte nejaký čas fungujú.",2020,7,Nepravda
Marián Kotleba,ĽSNS,Na telo,"O Milanovi Mazurekovi 5 rokov médiá šírili klamstvá, že hádzal kocky do nejakej moslimskej rodiny. Nakoniec sa mu musel poslanec Ján Benčík, sa mu ospravedlnil priamo v parlamente, že to bolo klamstvo, že to bolo veľké klamstvo proti Mazurekovi.",2020,7,Zavádzajúce
Marián Kotleba,ĽSNS,Na telo,"Ale, veď my sa nečudujme, že keď poslanec Mazurek toto napíše, takéto niečo tak je hneď terčom, ale na druhej strane máme ministerku Milanovú, ktorá mala omnoho tvrdšie a naozaj rasistické vyjadrenia a o tej sú všetci ticho.",2020,7,Nepravda
Gábor Grendel,Oľano,Na telo,"Sudkyňa v tomto konkrétnom prípade povedala, že skutok je možno stíhať dokonca ešte podľa prísnejšej kvalifikácie ako je podaná obžaloba v prípade pána poslanca. A to za založenie a propagovanie hnutia smerujúceho k potláčaniu základných práv a slobôd. Tam je teda trest ešte prísnejší.",2020,7,Pravda
Gábor Grendel,Oľano,Na telo,"Jednu stranu, ktorú viedol už pán poslanec Kotleba, Najvyšší súd rozpustil z dôvodu, že Najvyšší súd vyhodnotil, že tá strana Slovenská pospolitosť, ktorú ste spomínali, vo svojich stanovách išla proti ústavnému zriadeniu, a preto bol dôvod v zmysle zákona túto stranu rozpustiť.",2020,7,Pravda
Marián Kotleba,ĽSNS,Na telo,"My sme už x-krát povedali, že tie peniaze (šeky na 1488 eur, pozn.), ktoré sme dali rodinám, ktoré majú postihnuté deti a sú naozaj odkázané na sociálnu pomoc, me dali ako výsledok zbierky. Ľudia sa pozbierali a my sme pomohli ľuďom a rodinám.",2020,7,Neoveriteľné
Gábor Grendel,Oľano,Na telo,"Neprokurátorom môže byť generálny prokurátor v mnohých európskych krajinách, v Anglicku, vo Švédsku, na Cypre, v Holandsku a ešte v ďalších. Nie je to žiadna novinka, je to celosvetová možnosť a je to dokonca aj odporúčaním Benátskej komisie, čo je poradný orgán pre ústavné otázky Rady Európy. Benátska komisia odporúča vo svojich analýzach rozšíriť možnosť kandidovať na generálneho prokurátora aj neprokurátora.",2020,7,Pravda
Gábor Grendel,Oľano,Na telo,"Podmienka bezúhonnosti je samozrejme dnes v zákone o prokuratúre, podľa ktorého prokurátorom sa môže stať človek len, ak je bezúhonný a v zmysle tohto zákona. Ten zákon tu platí takto už roky. V zmysle tohto zákona sa za bezúhonného považuje každý, kto nebol odsúdený za úmyselný trestný čin. Pán Lipšic spôsobil dopravnú nehodu, čo je nedbanlivostný trestný čin a nie úmyselný.",2020,7,Pravda
Marián Kotleba,ĽSNS,Na telo,"V tom návrhu (zákona o prokuratúre, pozn.) je podmienka bezúhonnosti nastavená tak, aby ju pán Daniel Lipšic spĺňal.",2020,7,Neoveriteľné
Gábor Grendel,Oľano,Na telo,"Dnes podľa zákona môže generálneho prokurátora, teda kandidáta navrhnúť iba poslanec Národnej rady. V tej novele zákona, ktorá je aktuálne v parlamente, toto rozširujeme na radu prokurátorov, ombudsmanku, ministerka spravodlivosti môže navrhovať, profesijné organizácie atď. a všetky tieto inštitúcie budú môcť navrhnúť svojho kandidáta.",2020,7,Pravda
Gábor Grendel,Oľano,Na telo,"Pán Tomáš raz strašil pánom Lipšicom, potom na druhý deň strašil sudcom Najvyššieho súdu Klimentom, ktorý je členom Súdnej rady, 1 deň to bol lex Lipšic, na druhý deň to bolo Lexa Kliment.",2020,7,Pravda
Marián Kotleba,ĽSNS,Na telo,"My sme predložili 2 návrhy, 1 teda poľský model, nazvem to tak pracovne a druhý je v podstate úplne liberálny, ktorý hovorí o tom, že súčasná lehota 12 týždňov sa skráti na 8 týždňov na možnosť vykonať potrat na žiadosť ženy.",2020,7,Pravda
Gábor Grendel,Oľano,Na telo,"Faktom je, že v minulom volebnom období takisto v rámci klubu SaS bola väčšina poslancov za ten návrh (zákona o interrupciách, pozn.), ale niektorí sa zdržali alebo nehlasovali.",2020,7,Pravda
Gábor Grendel,Oľano,Na telo,Počet interrupcií každoročne klesá.,2020,7,Pravda
Gábor Grendel,Oľano,Na telo,"Sú tam (v návrhu zákona o interrupciách, pozn.) aj isté finančné roviny, napr. pri pri predpoklade, že pôjde o zdravotne znevýhodnené dieťa, tak sa štvornásobne zvýši príspevok po narodení alebo je tam možnosť čerpať finančné prostriedky už počas tehotenstva, polovicu príspevku už počas tehotenstva, po troch mesiacoch ... V programovom vyhlásení vlády sme sa zaviazali, že budeme takýmto motivačným spôsobom sa snažiť znížiť počet interrupcií.",2020,7,Pravda
Milan Krajniak,SME RODINA,Na telo plus,"...sa nám podarilo zachrániť pól milióna pracovných miest tou prvou pomocou, tam sme dali cez pól miliardu eur.",2020,9,Neoveriteľné
Ján Richter,SMER-SD,Na telo plus,"V druhom balíčku, ktorý ide (Sulík, pozn.) otvoriť ďalšie veľké kontroverzné diskusie ohľadom zmien zákonníka práce, aby zobral akékoľvek práva zamestnancom a všetky práva prevzali len majitelia a podnikatelia.",2020,9,Nepravda
Milan Krajniak,SME RODINA,Na telo plus,"Minulý rok na jeseň v parlamente po desiatich rokoch bol schválený nový zákon o financovaní cirkví, za ktorý hlasovali úplne všetci poslanci bez ohľadu na to či opoziční, koaliční, okrem poslancov SaSky. Čiže nastal po tridsiatich rokoch konsenzus, že akým spôsobom financovať tie aktivity cirkví, všetkých.",2020,9,Pravda
Milan Krajniak,SME RODINA,Na telo plus,My sme v minulosti viackrát navrhovali tzv. finančnú odluku cirkvi od štátu.,2020,9,Pravda
Ján Richter,SMER-SD,Na telo plus,"...vec, ktorú máte aj v programovom vyhlásení vlády … to je povinný vstup mladých ľudí do druhého piliera.",2020,9,Pravda
Milan Krajniak,SME RODINA,Na telo plus,"To máme aj v programovom vyhlásení vlády, že ten dôchodkový strop bude individuálny.",2020,9,Nepravda
Ján Richter,SMER-SD,Na telo plus,"Je tu medzinárodná organizácia práce, je tu európsky sociálny výbor, ktorý dáva isté odporúčacie stanoviská jednotlivým krajinám a to odporúčacie stanovisko je 60 % (výška minimálnej mzdy v pomere k priemernej mzde, pozn.) v priemere.",2020,9,Pravda
Ján Richter,SMER-SD,Na telo plus,"Nikto relevantný doteraz nepotvrdil, že má vplyv výška minimálnej mzdy na zamestnanosť.",2020,9,Nepravda
Ján Richter,SMER-SD,Na telo plus,"Ja som poslednú reprezentatívnosť robil, keď sa priberala do tripartity, keď splnila zákonné podmienky APZetka (Asociácia priemyselných zväzov, pozn.). Každý jeden subjekt predkladal reprezentatívnosť, odborári predložili 260-tisíc v tom čase.",2020,9,Neoveriteľné
Milan Krajniak,SME RODINA,Na telo plus,Odbory zastupujú na Slovensku 200-tisíc ľudí. Zamestnancov na Slovensku sú dva milióny.,2020,9,Neoveriteľné
Milan Krajniak,SME RODINA,Na telo plus,"...zamestnávateľom, ktorí chceli zrušenie všetkých príplatkov, zrušenie stupňov minimálnej mzdy a zachovanie 580 ja som presadil, že dvíhajú sa príplatky o 7 %. Nočné, nedele, sviatky, pohotovosť. Dvíhajú sa stupne minimálnej mzdy o 43 eur a ešte aj minimálna mzda sa nedvíha, že na polovicu medzi 656, čo chceli odbory a 580, čo chceli zamestnávatelia, ale výrazne vyššie smerom k stanovisku odborov.",2020,9,Pravda
Milan Krajniak,SME RODINA,Na telo plus,"Nielen v prvom stupni ako je napríklad operátor výroby 623 eur, ale predavačka 739, zdravotná sestra 855 eur je minimálna mzda. Slovensko bude stále na čele v priemere minimálnej mzdy v pomere k priemernej mzde. Pozrite sa, kde sú Nemci: 37 %, my máme 57 %.",2020,9,Pravda
Milan Krajniak,SME RODINA,Na telo plus,Keď ste vy boli prvý rok vo vláde zdvihli ste minimálnu mzdu o 11 eur. Dneska nie je ekonomická kríza? Najväčšia od druhej svetovej vojny a napriek tomu dvíham minimálnu mzdu o 43 eur.,2020,9,Pravda
Ján Richter,SMER-SD,Na telo plus,"Päť mesiacov ste vo funkcii, alebo proste táto vláda. Dvakrát sedela hospodárska rada.",2020,9,Pravda
Ján Richter,SMER-SD,Na telo plus,"Je tu zákon. Zákon, ktorý hovorí o automate v podobe 60 % … ktorý podporila Sme rodina, ktorý podporil pán minister (Krajniak, pozn.).",2020,9,Pravda
Milan Krajniak,SME RODINA,Na telo plus,"Ja som sa s odbormi aj zamestnávateľmi spolu, na spoločných rokovaniach stretol od volieb minimálne desaťkrát. Niekoľkokrát z toho sme sa bavili o zvyšovaní minimálnej mzdy.",2020,9,Pravda
Ján Richter,SMER-SD,Na telo plus,"Napríklad na dôchodkovú dávku majú nárok aj Slováci, ktorí žijú v zahraničí, na štátnu sociálnu dávku nemajú.",2020,9,Pravda
Ján Richter,SMER-SD,Na telo plus,"V roku 2012, keď som preberal rezort bol deficit Sociálnej poisťovne 1,5 miliardy eur. Prečo? Menej ľudí pracovalo, menej sa odvádzalo. Po ôsmich rokoch, prvýkrát v histórii sme dospeli k situácii, že bol vyrovnaný rozpočet Sociálnej poisťovne. Bola k tomu ekonomická situácia, 270-tisíc ľudí viacej pracovalo. To znamená, keď má sociálna poisťovňa deficit, automaticky z rozpočtu sa vykrýva, pretože sú isté zákonné nárokovateľné položky, ktoré sociálna poisťovňa musí vyplatiť.",2020,9,Pravda
Milan Krajniak,SME RODINA,Na telo plus,"Zrušili sme doplatky za lieky … a zaviedli sme bezplatné MHD pre dôchodcov, deti do 6 rokov, vozičkárov a študentov.",2020,9,Nepravda
Milan Krajniak,SME RODINA,Na telo plus,"V prvom roku vlády nielenže sa mi podarilo presadiť, že 13. dôchodok bude a ide naň dvojnásobok peňazí ako išlo za minulý rok (na vianočný príspevok, pozn.).",2020,9,Pravda
Milan Krajniak,SME RODINA,Na telo plus,"Sociálna poisťovňa musela tento rok vyplatiť na OČR, pandemických OČR a PN 600 miliónov eur navyše.",2020,9,Neoveriteľné
Ján Richter,SMER-SD,Na telo plus,"Postupne sme navyšovali vianočný príspevok a sme sa dostali do štádia, že sme povedali dosť. Nie štátna sociálna dávka, ale dôchodková dávka, čo je diametrálne jednoducho odlišné … Zmenili ste dôchodkovú dávku a urobili ste opätovne štátnu sociálnu dávku...",2020,9,Pravda
Ján Richter,SMER-SD,Na telo plus,"Ukončila, pozor, veľká hospodárska kríza, ktorá bola ďaleko väčšia ako teraz. Hovorím o ekonomických dôsledkoch, lebo však v tom čase o 200-tisíc ľudí menej pracovalo ako pracuje dnes.",2020,9,Pravda
Ján Richter,SMER-SD,Na telo plus,"Treba si uvedomiť, že my sme v roku 2010 voľby nevyhrali. Nastúpila vláda Radičovej, bol tam iný minister.",2020,9,Nepravda
Milan Krajniak,SME RODINA,Na telo plus,"Áno, hlasovali sme za trináste dôchodky.",2020,9,Pravda
Milan Krajniak,SME RODINA,Na telo plus,"Sme dosiahli trináste dôchodky, s ktorými súhlasí 43 % ľudí na Slovensku a s postojom pána Richtera, že takéto trináste dôchodky nemajú byť súhlasí iba 22 % ľudí na Slovensku.",2020,9,Pravda
Milan Krajniak,SME RODINA,Na telo plus,"Už v roku 2010, poznáme ten slávny billboard, kedy Smer sľuboval trináste dôchodky.",2020,9,Pravda
Ján Richter,SMER-SD,Na telo plus,"...tie návrhy prešli a prešli zhodou okolností, keď hovoríme teraz, v tomto prípade o trinástom dôchodku, lebo ten bol niekoľko dní pred skončením volebného obdobia, prešiel napríklad aj s podporou vtedy opozičnej strany Sme rodina.",2020,9,Pravda
Andrea Letanovská,Za ľudí,O 5 minút 12,"sa vláda rozhodla, že prispeje tým najslabším, budú trináste dôchodky, dokonca v porovnaní s minulým rokom to bude 200 percentný nárast. Takisto je pripravený balíček opatrení v hodnote 500.000.000 EUR, kde sa budú tí najslabší podporovať, to sú tehotenská dávka od štvrtého mesiaca tehotenstva pre budúcu matku, je to dvojnásobný odvodový bonus pre pracujúcich rodičov atď",2020,9,Pravda
Martin Beluský,ĽSNS,O 5 minút 12,"ideme pomáhať napríklad bankám, ideme im odpúšťať 350.000.000 EUR, a na druhú stranu povieme, že dôchodcom 300 000 000 proste nedáme... ideme dať bieloruskej opozícii 750 miliónov EUR, ale tým najchudobnejším ľuďom, ktorí zárábajú minimálne mzdy, tak tým povieme, že na nich zvýšenie platu proste nemá.",2020,9,Nepravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"táto vláda, vláda Igora Matoviča, sa odbavuje na tých najslabších, na dvoch miliónov tých najslabších. Každému priemernému dôchodcovi zoberie 260 EUR mesačne v trinástom dôchodku, každému robotníkovi, tomu najchudobnejšiemu, mu zoberie 33 EUR v rámci minimálnej mzdy. A zoberie ešte aj deťom tie obedy zadarmo. Dokonca nevyplatili mzdu ani tým prekladateľom do posunkovej reči",2020,9,Pravda
Andrea Letanovská,Za ľudí,O 5 minút 12,"Len žiadna vakcína nie je stopercentná, a keď prejde tým správnym procesom, ktorý je predpísaný, tak potom sa dá vyhlásiť, že je použiteľná, je bezpečná v prijateľnej miere, ale na miliónoch obyvateľov, keď je použitá, určite v určitom percente dôjde k nežiaducim účinkom ako pri každom jednom lieku, takže musíme s tým rátať a musíme byť na to pripravení.",2020,9,Pravda
Andrea Letanovská,Za ľudí,O 5 minút 12,"čo sa týka vakcinácie, áno, zase musím povedať, trvám na tom, že nemôžme ukončiť túto debatu, že vakcinácia je hlúposť, vakcinácia na celom svete zabezpečila to, že deti prestali zomierať na detské infekčné ochorenia, práve Afrika slávi veľký sviatok, že sa zbavili detskej mozgovej obrny, vďaka vakcinácii, a v posledných rokoch mali veľmi ťažkú situáciu, lebo boli tiež silné antivakcinárske hnutia, napriek tomu to vybojovali, lebo tí ľudia videli, že tie deti im prestali zomierať a prestali byť zmrzačený na celý život. A takto to bolo s mnohými ochoreniami, o ktorých dnes už našťastie čítame len v knihách, a je to práve vďaka vakcinácii.",2020,9,Pravda
Andrea Letanovská,Za ľudí,O 5 minút 12,"Vy sa necítite ohrození, nenosíte rúško, ale je to veľmi sebecké, pretože to rúško chráni nielen vás, ale chráni tých ľudí okolo, a to, že by mali nosiť rúško nakazení, to je správne, to by bolo v ideálnom svete, ale my o mnohých ľuďoch nevieme, že sú infikovaní, lebo sa nedali otestovať, sú v inkubačnej dobe atď., nemajú žiadne príznaky, nemali dôvod, aby sa šli otestovať, a práve preto chránime pred týmito ľuďmi tých rizikových pacientov s onkologickými ochoreniami, seniorov, tehotné mamičky a pod.",2020,9,Pravda
Michal Šípoš,Oľano,O 5 minút 12,"v 2018 roku sa vedelo, že zomrel slovenský občan, v 2018 roku jeho rodina bola za veľvyslancom Slovenskej republiky v danom čase v Belgicku, čiže vedelo sa o tom, nebolo to medializované, ale vedel o tom veľvyslanec, čo sa stalo, a čo sa týka teraz, keď vyšlo von to video, kde bola tá hajlujúca policajtka, v ten moment pán premiér Matovič zdvihol telefón, volal premiérke Belgicka, ona ho ubezpečila v tom, že idú to samozrejme prešetriť tak, aby sa nemohol ani náznakom niekto povedať, že sa tu to ututlávalo alebo že by tu niekto nemohol vidieť do tohto spisu a uistila ho aj písomne, že sa to prešetrí na najvyššej úrovni, čiže neklamte, že pán Matovič to neriešil, pretože ja som osobne bol pri tom, keď jednoducho zverejňoval aj to stanovisko svoje, kde volal premiérke Belgicka, čiže nevymýšľajte si, pán Blaha.",2020,9,Pravda
Michal Šípoš,Oľano,O 5 minút 12,"v roku 2018 sa reportáže o smrti pána Chovanca prišla práve RTVS, kde jednoducho už vtedy sa vedelo, že zomrel občan Slovenskej republiky, mohli ste sa vtedy informovať u pána veľvyslanca.",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"Neriešila to (vláda, pozn.), prvé dni (po zverejnení videa - pozn.) to absolútne neriešila (úmrtie Jozefa Chovanca, pozn.)",2020,9,Nepravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"K (vražde) nášho občana, ktorá sa prevalila a v takých turbulenciách je celé Belgicko, že to sledujete, ľudia sú v uliciach, je tam obrovský virvar z hľadiska politickej scény, lebo to naozaj, na to sa došlo pred dvoma týždňami, to sa 2 a pol roka nevedelo, lebo ten záznam nebol vonku.",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"my sme navrhli uznesenie, my sme navrhli, otvorili túto tému (úmrtie Jozefa Chovanca, pozn.) ako prví, odvtedy, čo sa samozrejme ten záznam ukázal",2020,9,Pravda
Martin Beluský,ĽSNS,O 5 minút 12,"ani vakcinácia proti chrípke nie je 100% účinná, a ľudia, napriek tomu, že sú zaočkovaní tak na chrípku niekedy ochorejú. A sami tie farmaceutické firmy, ktoré tie vakcíny vyvíjajú, sami sami sa ohradili voči tomu, že oni nemôžu ručiť za to, že za 4 roky môžu vzniknúť nejaké negatívne efekty z týchto vakcín, pretože oni nemajú možnosť niekoľko rokov vyvíjať tie vakcíny a skúmať nejaké negatívne účinky, čiže či to vyrieši alebo nevyrieši, to je naozaj otázka budúcnosti, ale zase si pomôžem slovami profesora doktora Tomáša Zimu, rektora Karlovej univerzity, ktorý povedal, že vakcinácia alebo tie vakcíny to je v podstate farmaceutický biznis.",2020,9,Zavádzajúce
Martin Beluský,ĽSNS,O 5 minút 12,"pre mňa nosenie rúšok by malo byť absolútne dobrovoľná vec, tak ako je to v Českej republiky, kdo chce, kdo sa cíti byť ohrozený, nech to rúško nosí, kdo sa necíti byť ohrození, nech to rúško nemusí nosiť",2020,9,Zavádzajúce
Martin Beluský,ĽSNS,O 5 minút 12,"Ja môžem povedať z vlastného svedectvá v parlamente, že tam, kde nie sú kamery, tam, kde je poslanecký bufet, tam si poslanci chodia veselo bez rúšok.",2020,9,Neoveriteľné
Michal Šípoš,Oľano,O 5 minút 12,"A treba povedať na druhej strane, že keď sme vošli na rodinnú súkromnú oslavu, kde bola najbližšia moja rodina, a najbližší spolupracovníci, s ktorými som dennodenne v kontakte, tak na ten prípitok a na požívanie jedlá sme si tie rúška dali dole.",2020,9,Zavádzajúce
Michal Šípoš,Oľano,O 5 minút 12,"že na mojej svadbe, počas celého svadobného obradu sme mali všetci rúška, samozrejme, že aj pán premiér. (...) Bola tam zabezpečená dezinfekcia, bolo tam zabezpečené dostatočné vetranie obrovskými vrátami, kde jednoducho bol prísun čerstvého vzduchu",2020,9,Neoveriteľné
Martin Beluský,ĽSNS,O 5 minút 12,"na tie rúška v školách, poviem iba slová profesora doktora Tomáša Zimu, doktora vied, ktorý je rektorom na Univerzite Karlovej, ktorý sám povedal, že rúška na školách sú absolútny nezmysel.",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"aj  s tým testovaním, tak pán Matovič tu v marci sľuboval 5000 denne, a teraz konečne sa dostali 3. septembra na 4700, pritom pár dní predtým to bolo dramaticky menej,",2020,9,Nepravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"Počul som od Zväzu ambulantných poskytovateľov, ktorí hovorí o nekompetentnosti a amaterizme tejto vlády. Počul som o tom, že Slovenská lekárska komora hovorí o tom, že pán Igor Matovič môže byť pre zdravotníctvo ešte viac nebezpečný ako koronavírus. Toto tvrdia odborníci a lekári, takže zjavne pripravení (na druhú vlnu pandémie - pozn.) nie sme.",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"ale my sa bavíme aj povedzme o práve na zhromaždenie. Zoberte si, teraz oni idú znižovať minimálnu mzdu a likvidovať tripartitu, odbory sa pochopiteľne búria, a oni prídu s vyhláškou, že maximálne 500 ľudí sa môže zúčastniť nejakého štrajku alebo demonštrácie, veď to je obmedzovanie občianskych práv.",2020,9,Zavádzajúce
Michal Šípoš,Oľano,O 5 minút 12,"na začiatku, keď bola ešte vláda Smeru, a začalo sa testovať, tak tých testov bolo 19. marca vo štvrtok napr. 301 testov, no a keď si zoberieme porovnanie napr. 3. septembra tiež vo štvrtok, tak tých testov bolo 4772, čiže je to neporovnateľne viac testov, ako to bolo v minulosti, čiže tam je aj krásne vidieť ten rozdiel ako sa na takéto veci pripravila minulá vláda, a ako v podstate pokračuje naša vláda. Máme pandemický plán... podľa ktorého sa dnes postupuje, máme plné sklady hmotných rezerv a ochranných pomôcok, zvýšili sme počty pľúcnych ventilácií, pripravili sme plán reprofilizácie nemocníc, otvárame v každom krajskom meste veľkoplošné odberné miesta, a čo je dosť podľa mňa aj dôležité, že tí ľudia v prvej línii, ktorí pomáhali, dostanú odmeny",2020,9,Pravda
Michal Šípoš,Oľano,O 5 minút 12,"čo sa týka pána Hegera, tak tuším, ten pán Miškovič mu (Eduardovi Hegerovi - pozn.) robí poradcu za 30 EUR na hodinu,",2020,9,Pravda
Michal Šípoš,Oľano,O 5 minút 12,"tu treba podotknúť, že to boli rámcové zmluvy, tam sa ešte nečerpali tie milióny, o ktorých hovorí pán Blaha,",2020,9,Pravda
Michal Šípoš,Oľano,O 5 minút 12,"by som tu mohol ukázať aj zmluvy, ktoré boli za vlády Smeru-SD podpisované rámcové, tu napr. víťaza 6 000 000 medzi ministerstvom hospodárstva a nejakou spoločnosťou White & Case, OneKeys, ďalšia zmluva, ktorú by som ukázať za 2 a pol milióna medzi  Ernst &Young a Ministerstvo zdravotníctva za 2 a pol milióna, a takto by som mohol hovoriť o ďalších zmluvách, tu je napríklad za 1,5 milióna. A keď si to rozmeníme na drobné, tak tu vidíte, že napr. pri tejto zmluve je 240 EUR na hodinu. To si účtovala advokátske kancelária ECKER-KÁN & PARTNERS, pri napr. v spolupráci s MH Manažment, známym MH Manažment, ešte v minulosti, pán Blaha by o tom asi niečo vedel, a takto by som mohol pokračovať, 180 EUR na hodinu, 120 EUR na hodinu, a toto je len pár zmlúv, ktoré som si stihol nájsť, aby som vám ukázal, že aj terajší ministri, aj vtedajší vládni činitelia, ktorí prišli k moci, potrebujú mať kvalitných právnikov, na ktorých sa môžu spoľahnúť",2020,9,Pravda
Michal Šípoš,Oľano,O 5 minút 12,"Áno, je pravda, že prišiel pán Miškovič, právnik, ktorý jednoducho pomáhal v minulosti pani županke, a tak isto aj pánovi županovi Viskupičovi, pri kauze alebo pri veľkých kauzách, ktoré ešte mali z minulého obdobia, pri pani županke to bola veľká zákazka, resp. veľká zmluva s pánom Trabelssiem, ktorý podniká v Žiline a všetci v Žiline, ktorí žijú, vedia, kto je pán Trabelssi,",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"Daniel Lipšic, pri všetkej úcte, nemá s prokuratúrou nič spoločné vo svojom životopise... človek, ktorý posielal vodné delá na ľudí, človek, ktorý zrazil chodca na priechode pre chodcov, a v čase, keď ešte bol ministrom tak kričal na ľudí, že treba zatvárať ľudí, ktorí zrazili niekoho na prechode pre chodcov, keď to spravil on sám, tak zrazu obrátil",2020,9,Pravda
Martin Beluský,ĽSNS,O 5 minút 12,"ale je tam jasne vidieť také to ohýbanie toho zákona (o prokuratúre - pozn.), aby naozaj človek, ktorý možno už bol dopredu vybraným, len to možno nechce koalícia dopredu povedať, sa tým generálnym prokurátorom môže stať, veď spomeňme si napr. ten paragraf, ktorý hovorí o tom, že ktorý hovorí o tej bezúhonnosti kandidáta na generálneho prokurátora, ktorý zmenili tak, aby generálnym prokurátorom sa mohol stať aj človek, ktorý bol odsúdený za neúmyselný trestný čin, ktorý napríklad spáchal pán Daniel Lipšic",2020,9,Nepravda
Martin Beluský,ĽSNS,O 5 minút 12,"a ja musím aj k tej voľbe generálneho prokurátora a k tomu zákonu povedať pár vecí… že sa tam rozširuje tá možnosť k tomu, že navrhnúť kandidáta, rozširuje sa možnosť kto môže za generálneho prokurátora kandidovať",2020,9,Pravda
Martin Beluský,ĽSNS,O 5 minút 12,"Je to človek, ktorý bol v minulosti politicky aktívny, bol niekoľkokrát ministrom spravodlivosti, vnútra, je to človek, ktorý má veľmi blízko k vládnej strane OĽaNO (Daniel Lipšic, pozn.),",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"býva v neskolaudovanej vile a ešte sa tým aj pýši. Prepáčte, pán Matovič sa pýši tým, že porušuje zákon.",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"Vidíme tu, že pán Matovič, pán Kollár a pán Gröhling podvádzali pri svojich diplomových prácach, sú to plagiátori ergo zlodeji ako sa o sebe vyjadril pán Matovič, kedysi, pred rokom a pol sme počúvali moralizovanie, že treba odstúpiť z funkcie, dneska je pán Matovič ďalej vo svojej funkcii.",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"Vidíme pána Kaňku, ktorý je šéfom Tiposu, ktorý mal rôzne podozrenia na daňové podvody, on obchodoval s mŕtvym človekom alebo s fínskym bezdomovcom.",2020,9,Neoveriteľné
